アカウント,作成日,ツイート,良いね数,リツイート数,言語,場所,アカウントの説明,フォロワー数,認証の有無,フォローしている数,ツイート数,アカウント作成日
shiki197607,2020-06-04 02:22:59,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/GHIArMQybt,0,0,ja,,',60,False,480,258,2014-09-11 12:55:59
gakuyan3,2020-06-04 02:21:56,'@Apple_6_6s_Plus 宣伝屋をやっておりますがくやんと申します。1度お話聞かせていただけませんか？ @gakuyan0501 @gakuyan3 @gakuyan2を運用しています。 PayPayの場合月1000円、アマギフの場合月3000円でお受けします。,0,0,ja,,'がくやんのお仕事垢兼rt垢 本垢@gakuyan0501  趣味垢@gakuyan2 アフェリエイトリンクhttps://t.co/S8KB299TSl,1254,False,1841,6304,2020-03-19 09:04:46
akane102284,2020-06-04 02:21:17,'@okyakusamasa おおーいいことを聞きました！  PayPayとか 使えばいいんですか？（＾ω＾）,1,0,ja,,'無言フォロー失礼します rank 168 社会人でまったりグラブル やってます 良かったらフォローお願いします アニメやくだらない日常をツイートしてます,117,False,125,500,2020-04-24 04:06:09
lulululurururur,2020-06-04 02:20:34,'今日発した唯一の言葉  「PayPayで」,0,0,ja,,'飛鳥湊くんが好きなデザイナーの端くれ ツイートは超高確率で適当です あまり更新がない仕事告知はこちら @maokwmr,558,False,3172,14623,2010-10-12 23:46:06
tomoko_zero,2020-06-04 02:19:53,'沖縄はまだセブンが少ない。 近くにはファミマ、少し行けばローソンがある。  わたしはPayPayも使うんだけど、チャージがめんどい。 まとめて支払いにするとスマホ代高くなるし、銀行と紐付けしたくなし、 クレカはBOSSの。 だから直接店舗へ。ネットショッピングはPayPay払い。,1,0,ja,沖縄 宜野湾市,'RBCiラジオ（琉球放送）リスナーです♬ メンタル持ち。精神科通院10年。 たまにムショーに堕ちます。 中学2年＆小6（うち上の子自閉症＆軽度知的）子ども達＆旦那の四人家族。 重度うつ・対人恐怖症・パニック障害・不眠症など、いろいろ持ってます。そして.......ウルトラマンゼロをこよなく愛しています❤,192,False,522,12274,2015-01-22 20:45:56
odenkun_10,2020-06-04 02:19:24,'@purimo_water 推しメンなんでPayPay待ってます。,1,0,ja,斜め右後ろ30ｍ定位置。,'めしぇあ！／@canda_tnp,829,False,687,28080,2017-01-11 08:13:37
deadend0321,2020-06-04 02:18:49,'@masason 孫さんが推してるpaypayなんだけど、ボーナス期限間近で操作法がセキュリティに引っ掛かってロックされて期限来てボーナスが全部パー。 自分の会社守る為にユーザーに損失出させて本末転倒じゃん。 無実だと証明してもロック解除は出来ないと言われたし、SBGがヤバいのも納得だわ。,0,0,ja,東京,'耽美＆リリカル好き。音楽だと叙情派ニュースクール・ハードコアとかエモーショナル・ロックが好き。理系(物理学)です。,511,False,629,2092,2016-12-01 17:30:10
utubo__anf,2020-06-04 02:17:56,'🐬ってPayPayとかレジ出来たら出来なさそう…,1,0,ja,,'20↑ 🐚寮、主に🦈夢中心に絵を描いてます 特に地雷はないです ダンゴちゃんマブダチ(最推し)とてつもなく可愛い絵をかく方🥰 ヘッダーは【ソル様】より頂きました 無言フォローごめんなさい！,152,False,127,1974,2020-05-01 14:18:29
kaoriunueeee,2020-06-04 02:15:30,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/bOna4rHdci,0,0,ja,日本,'マイペースにお小遣い稼ぎしています✨ モニター、お小遣いサイト、懸賞応募が趣味💕相互フォローお願いいたします♩副業にも興味があります。いろいろ教えてください(〃ω〃),807,False,1784,4749,2016-09-28 00:43:01
chunppy,2020-06-04 02:10:58,'@tatetateyokoyok @macokilala 毎日開いてママとココもPayPay出来るってやってたけど、ブックオフある辺りまで到達してなかった！,0,0,ja,都内の隠世,'成人済＊気まぐれにつぶやきます。好き→刀、コナン、うたぷり、ビッチ部、ゆるい系、ギャグ系、無類のケモキャラ好きetc… 苦手→ロボット系。取引垢→@chunppy77,90,False,230,29297,2010-04-18 12:58:57
ririnrin349,2020-06-04 02:10:01,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/hpNQ3Dp2wa,0,0,ja,,'よろしくお願いします♥️,340,False,2295,12329,2017-12-20 03:21:44
_imazu_,2020-06-04 02:09:41,'もう財布持つのが面倒なので全部PayPayにしていいか？てなるけど危険過ぎる,1,0,ja,こたつ,',208,False,135,348616,2010-12-29 10:12:42
PayPay_WACK,2020-06-04 02:08:59,'@ID7rbGg6fwygS4J (ง°̀ﾛ°́)งﾌｧｲﾄｫｫｫｫｫｵｵ！,0,0,ja,ラーメン食べたい,'WACKのファン。 @GUMi_BiSH @DOCKSON_GO_TO @MUSENSiTEEBUBiS @MAYU_EMPiRE @URUURU_CARRY @HANAE_MAMESHiBA @KMAY_PARADISES @NAYU_WAgg @L0VE_WAgg @hnknic,708,False,876,6951,2020-01-20 05:50:00
nit_NEFST_CL,2020-06-04 02:06:41,'@tos @PayPaysupport  @SBCare  「あんしん保証パック with Apple Care Service」の物損に伴うPayPayボーナス付与はApple正規サービスプロバイダで修理した場合何か手続きは必要でしょうか？,0,0,ja,,'無人島に浮気してスプラ手薄になりました。ホコA~Sらへん。エリア苦手。シマネ、黒ZAP、風呂使い,333,False,590,22215,2018-02-24 02:47:33
rippanashathiku,2020-06-04 02:06:30,'PayPayで支払う人…  今PayPayで支払ったら何か得なん⁈  って聞いてくるけど、知るか。 支払うの自分なんやから、自分で調べとけよ。,1,0,ja,,'アパレル店員 愚痴ぐらい吐かせておくれよ…だって人間だもの。,6,False,16,25,2020-06-01 11:28:07
DYR_Input_Think,2020-06-04 02:06:18,'ついにpaypayとpinterestを間違って起動する回数が10回を超えた,0,0,ja,田舎のキャンパス,'全ての成果物には初め、答えとなる嘘《モデル》が在ったはずだ。僕はそれを作る。整った美しさの中には圧倒的な格好良さがある。その輝きの雫を求め、理解したい。そして自らの手で新しい閃きを。 進捗は下記Webリンクから（誰でもコメントできる）,112,False,169,71486,2015-04-30 12:32:54
Ha___pe,2020-06-04 02:06:14,'@eveningLDR PayPay〜！！！！ 遊びに行くときにも使える！,0,0,ja,#はるの当選報告🌹 本当に欲しい物だけ応募します😌✨,'⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*メイク💄ダイエット🏋️‍♀️スキンケア✨を頑張る👧🏻！春から大学生🎓！リプ頂けたらフォロバします！💯 呼びタメ大歓迎なので敬語ポイで話しかけて下さい❤︎⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*,950,False,1763,22153,2017-04-29 13:59:44
geino_safari,2020-06-04 02:06:00,'▶︎小銭いらずで安心 キャッシュレス決済  お得なPayPay auPay 　   https://t.co/dz8Szldkkw　  #キャッシュレス #auPay #ペイペイ,1,0,ja,東京 千代田区,'lets give it a try https://t.co/Y6j5ZVogr9   　,59,False,270,9921,2019-05-15 12:11:01
SMS50912342,2020-06-04 02:05:23,'お急ぎの方はDMかアイコンからラインへお願いします。 メル ラク ヤフ  LINE  1000円 Twitter  700円　　 その他  500円〜　　 　　 電話認証 1500円　　　　　　　　　 😁3個以上2割引😎　    お支払い方法  　  振込  LINE Pay  PayPay(マネーライトは不可)  #SMS認証代行 #メルカリ #ヤフオク,0,0,ja,,'SMS認証代行出来ます🚀お急ぎの方はフォロー後DMかアイコンからLINE追加だと通知が来るので対応早いです🚀 電話認証も少数可能 お支払い方法 振込　LINE Pay　PayPay(PayPayマネーのみ、マネーライトは不可)可能です。 😀どんなサイトでもご相談下さい😁,62,False,1,559,2020-04-22 10:11:24
chunppy,2020-06-04 02:02:15,'@tatetateyokoyok @macokilala 系列？でも、そこは違うのか…  PayPay覚えたから無駄にPayPayしたい←,0,0,ja,都内の隠世,'成人済＊気まぐれにつぶやきます。好き→刀、コナン、うたぷり、ビッチ部、ゆるい系、ギャグ系、無類のケモキャラ好きetc… 苦手→ロボット系。取引垢→@chunppy77,90,False,230,29297,2010-04-18 12:58:57
Happiness_2412,2020-06-04 02:01:21,'与田ちゃんもプロ野球観戦にpaypayドームに来た事あるのか....  #乃木坂46ANN,0,0,ja,男,'乃木坂に関するツイート中心にTwitterで活動してます。推しメンは松村沙友理さんです。,191,False,253,15018,2012-04-28 07:46:41
nogiyukke,2020-06-04 02:01:16,'ヤフオクじゃなくてpaypayドームか #乃木坂46ANN,0,0,ja,日本 東京,'97line/RNクロワッサン/与田祐希、田村真佑、河田陽菜、渡邉美穂/巨人、ラジオ,310,False,339,3638,2016-02-19 20:38:59
doryaseria,2020-06-04 02:01:08,'#荒野行動アカウント買取 1  ✅#金枠多数 や #豪華限定版 など高価買取！   ✅総実績700以上なので安心  ✅実績確認【https://t.co/Nx5b8A0IsN】  買取額お渡し方法 【各種プリカ/銀行振り込み/Linepay/PayPay】  #荒野行動 #荒野行動垢買取 #荒野行動買取  #荒野行動ゲリラ https://t.co/DUzAieHqmO,2,0,ja,サブ垢 @S4R1A,'業者歴2年以上🛡️総実績700↑📁 ⠀ ⠀ ⠀⠀ ⠀⠀実績確認 #せりあ実績 ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀ ⠀⠀在庫確認 #せりあ荒野在庫⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀⠀⠀取り扱いアカウント全てJP垢、非共有です,4208,False,4956,1960,2014-12-05 02:57:12
eoTzNuyARXd8Uq9,2020-06-04 02:00:44,'iTunes Amazonギフト Google play 販売、クレジットカード 、携帯決済の現金化しています。 例 1500円→2100円 3000円→4200円 5000円→6500円 10000円→13000円 Amazonギフト　　 iTunesカード GooglePlayカード paypay残高 LINEpay残高 裏バイト 闇バイト クレカ現金化 金策　 売上金 現金化21,0,0,ja,,'できないこと以外に何でもやります。 又クレジットカード、フリマサイト、携帯決済、PayPayなど各Payの現金化承ります。 その他お金を手に出来る方法もアドバイス出来ます。 フォロー後にDMお願い致します。   　　　　　 　　　　下記フォームからでも申し込み可能です。,124,False,34,4969,2020-01-12 00:05:15
moridora1975,2020-06-04 02:00:25,'現、PayPayドームで与田ちゃんもジェット風船飛ばしてたんだなぁ  #乃木坂46ANN,0,0,ja,岩手 盛岡市,'SKE48卒業生、梅本まどかさん激推し！SKE箱推しは継続！最近は坂道ツイート多め、お許しを（笑） AKB48→村山彩希さん 乃木坂46→魔雲天高山総長 日向坂46→丹生明里さん F1はじめモータースポーツに関しても、競馬についても呟いたりします。 ※無言フォロー一向に構いません。逆に無言フォロー、失礼します（笑）,554,False,1331,60130,2015-06-01 10:32:05
spst_tm,2020-06-04 02:00:22,'@supatakuya Paypayの金のツッコミ方えぐすぎて笑,0,0,ja,,'デートはスシロー🍣,2840,False,927,22899,2014-04-12 14:34:45
kurohakase8012,2020-06-04 02:00:10,'与田ちゃん、PayPayドームに行ったことあるんだ #乃木坂46ANN,0,0,ja,日本 山口 ,'#星野源ANN  #乃木坂46ANN  #ナインティナインANN #bananamoon  #annkw  #ゆうがたパラダイス（月） #のぎのの （QRではなくKBCで聴取） #reco1134（月～水24時台） /ラジオNIKKEIも聴きます（競馬🐎メイン）/プロ野球⚾️は基本DD/ツイートはPCオンリー,559,False,307,265229,2013-12-27 12:55:34
chunppy,2020-06-04 01:59:59,'@tatetateyokoyok @macokilala ブックオフPayPay使えるのか！！🤩,0,0,ja,都内の隠世,'成人済＊気まぐれにつぶやきます。好き→刀、コナン、うたぷり、ビッチ部、ゆるい系、ギャグ系、無類のケモキャラ好きetc… 苦手→ロボット系。取引垢→@chunppy77,90,False,230,29297,2010-04-18 12:58:57
kurenai460,2020-06-04 01:59:51,'@ponbrio 車券当たらず💦PayPay1000円分でしたっw,2,0,ja,栃木県 小山市,'ＸJapanのYOSHIKIが大好き💟 ディナーショーやクラシカルも参戦してウットリ🎹🎵 最近、競輪選手を応援する事が大好き🚲✨ 衆議院 小川淳也さん(統計王子)の大ファンですっ✨宜しくお願いしますっ♥️    ヘッダー画像は@kotobuki666 さんに書いて頂きました🥰,167,False,325,7155,2017-02-10 17:49:19
saku39pon,2020-06-04 01:59:50,'PayPayドーム勝ち  #乃木坂46ANN  与田ちゃん、タカガールやってくれね？,4,0,ja,乃木坂中心です,"'(RN:ずっと、インフェルノ。) ""くぼした""と""かきさく"" ""こばやし"" ""にぶひな"" #菅田将暉ANN #乃木坂46ANN #nhkらじらー #cnann0 #イマリアル #レコメン! #サイサイラジオ 自発でフォロバしてます。タメで絡んでください☺︎ M1 #さくらお手紙",883,False,716,38335,2016-06-23 16:37:34
supatakuya,2020-06-04 01:57:56,'@spst_tm Paypayの遠隔診療はまさにこれ,0,0,ja,,'ベンチャーを経営しています,439,False,405,1894,2016-08-18 14:01:13
5676kil,2020-06-04 01:55:07,'この中でルーレットして当たったらその住民あげるって言うやつやってるんだけどやる？一回100円PayPay送金 ハズレもあるよ 先着3名無料落とし穴のレシピくれる人も無料レシピは先着1名 ＃あつ森 ＃ジュンくん https://t.co/xHoftgrqB5,1,0,ja,,'🔥（モンスト）  （あつ森）  （ポケモンソードシールド）🔥支払い方法は振込又は各種ギフトカード！🔥（iTunes意外） 🔥詐欺100なし！⇒⇒＃ちゃぐめんの実績 ポケモンは伝説のポケモンとか色々です🔥 あつ森は住民orマイルor家具です！🔥 (●︎´▽︎`●︎),123,False,250,1472,2019-12-24 16:08:49
a_6v6_tn,2020-06-04 01:51:05,'あつ森 住民 交換 販売  画像の中で買い取りしたい子居たらdm下さい！ アマギフ/メルカリ/ラクマ/PayPay/LINE Pay/振込等 ご対応可能です！  譲→ジャック みすず ちゃちゃまる モニカ ジュン リリィ ナタリー ニコバン アップル シベリア リッキー https://t.co/YBwDNfPfU7,0,0,ja,,'取引垢ですଘ(੭*ˊ꒳​ˋ)੭*.°,33,False,191,169,2020-04-08 10:17:02
yu_tree612,2020-06-04 01:50:59,'PayPayジャンボがやってるからヤマダ電機くんでAirpods Pro買ったけど、入荷次第発送でいつ来るかも分からんしApple care付けられないしで悲しい😭,1,0,ja,,'どうもとりっぴーです。好蘭ありさが好き。担当:馬場このみ，佐藤心,463,False,606,34421,2014-05-10 15:24:43
jl2dx,2020-06-04 01:50:42,'PayPayとかと一緒で最初だからこそ大盤振る舞いしてるんでしょ、大赤字だろうし,1,0,ja,,'放浪(国内外)🌏とインターネット💻が趣味  泉質♨と旨い飯😋と酒🍶に真剣 /// ﾒﾓ 📕 ﾛｸﾞ交 FC整 unx,431,False,446,218899,2015-01-19 02:13:07
g4you1126,2020-06-04 01:50:02,'言いたくて言いたくて仕方ない！😜さっき髪ピンクのいかにもバンギャみたいな若い子が買い物に来た。そうゆう感じの子は私も好きな感じの服装と髪だから羨ましいとさえ思っているので嫌いとかではない！がしかし…。PayPayの支払いで事件が。うちの店はQRコードを読むタイプなんだけど。＃レジ業務,0,0,ja,東京葛飾,'前のアカウントが使えなくなってしまったので新しくアカウント作りました♪友達や知り合いを見つけたらフォローしていくのでよろしくお願いします。,79,False,272,2213,2016-10-19 16:23:58
nemuiasa____,2020-06-04 01:49:38,'@asp0507 PayPay500円でも良い,1,0,ja,ぷりんさんのとなり,'ⒶⓅⒺⓍ¦⚠︎惚気多め⚠︎¦俺のプリン🍮@raypurin¦悪友😈@h__kn_¦☀️@yo_kun_s2,83,False,80,5533,2019-11-24 07:43:13
rotomito777,2020-06-04 01:48:59,'@mgmgnya_o リモートしますか？paypayないけどな ^^) _旦~~,0,0,ja,日本 千葉,'パチスロ歴３５年 ダーツ歴１８年 業界が嫌いな業界人 こんなおっさんですがよろしく🐬✡️,149,False,199,1037,2016-03-23 23:40:09
keepon_sb,2020-06-04 01:48:55,'最近の行動から生活費の支出は、コンビニ、ドンキ、ネット(Amazonなど)、ユニクロ、カフェくらいなので、主にコンビニは「PayPay」その他は「プリペイド」でキャッシュレスいけそう。今までほぼ現金でやってたけど、これ半年くらい続ければデータが取れる。この辺もブログにできそう。,1,0,ja,都内,'【独立▶︎資産形成▶︎海外移住を目指す】ミニマリスト／キャッシュレス推奨／生活費は5万以下／【経歴】20代で上京→ブラック労働→起業→起業失敗→負債を負う→今年8月から独立／失敗談、マインドなどを話します／与沢翼氏をTTP／純資産5億円を10年以内／自己紹介【note】▶︎https://t.co/vrvhsXAKP5,432,False,351,976,2013-04-30 03:57:59
nonbirikumama,2020-06-04 01:47:46,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/NoZ1EoJnlb,0,0,ja,,'6歳♂1歳♀育児中💁‍♀️お得好き💰お出かけ好き🐾懸賞好き🌈💚💜💛💙❤️,75,False,580,17014,2010-05-30 01:42:58
2hhma,2020-06-04 01:46:52,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/9HFzcscYcv,0,0,ja,,',734,False,1004,5,2018-01-18 22:40:10
swtr_,2020-06-04 01:46:42,'母に財布disられたから「は？財布なんて金持ってるやつが使うものだし」って苦しい反抗をしたら弟が「そう、今はITの時代…」と助け舟を出してくれたので「PayPay🎶」と言った,9,2,ja,Tokyo,'沢渡ぬるい（ぬる〜い）と申します。 sub @VS_OROCHI Skeb https://t.co/RsTywuqHLu mail swtrnurui@gmail.com,2241,False,159,7715,2018-06-27 21:17:58
sara_kis0625,2020-06-04 01:45:13,'@4anz0eoMcm35yaX そーでもないよ(*´∀｀*) 昨日パパの誕生日だったけど、一緒にTシャツ選んだり(  ᷇࿀ ᷆ ) PayPayは私がやってないからパパに言ったのよ(  ´﹀` ),1,0,ja,,'超特急🚄ガリゲーch💜長女も3推し💜次男3推し💜末っ子2推し💙みんな好き💗乗車▷未来,135,False,156,19582,2017-04-01 05:47:19
sadasan1968,2020-06-04 01:44:10,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/gCSU7RLW2h,0,0,ja,,'本垢。スマホ、特価品、情報下さ～い。 宜しくお願い申し上げます😉👍🎶,136,False,2280,11476,2018-12-24 10:48:53
5676kil,2020-06-04 01:42:22,'この中でルーレットして当たったらその住民あげるって言うやつやってるんだけどやる？一回100円PayPay送金 ハズレもあるよ  ＃あつ森 ＃ジュンくん https://t.co/Lcwsqfa4iZ,0,0,ja,,'🔥（モンスト）  （あつ森）  （ポケモンソードシールド）🔥支払い方法は振込又は各種ギフトカード！🔥（iTunes意外） 🔥詐欺100なし！⇒⇒＃ちゃぐめんの実績 ポケモンは伝説のポケモンとか色々です🔥 あつ森は住民orマイルor家具です！🔥 (●︎´▽︎`●︎),123,False,250,1472,2019-12-24 16:08:49
himadogsb0505,2020-06-04 01:42:12,'@Kaito_kikaku よろこんで！！！！PayPay🥳,3,1,ja,,'よろしくお願いします🐶 本垢【@himahimadog21】 実績→ #ひま犬の実績 で検索🙆‍♂️,8226,False,76,652,2020-05-05 07:16:13
Z3LOVETanukichi,2020-06-04 01:41:21,'人繋ぎの人達が配信にめっちゃ入ってきてくれた♡ PayPayさん･りょうまさん･あひるさん･つのさんスナイプありがとうございました！ お花さんと敵マッチで遊んでたのに最後裏切りで攻撃されたからスキルで殺っちまった♡ ごめんね…お花さん🌻 観てくれた人達もありがとうございました！楽しかった♡ https://t.co/RARQo8dpxI,4,0,ja,,'たぬきち/ZⅢ→座頭の市さん〘滅〙/Eternity→野良→🍓🧸,46,False,49,500,2020-03-11 06:42:02
hana_87irumij9,2020-06-04 01:40:02,'敷きパッド シングル ひんやり素材とさらっと素材のリバーシブル 100×200cm 接触冷感 抗菌防臭 防ダニ ベットパッド 布団と寝具専門店 COLORS PayPayモール店 - 通販 - PayPayモール https://t.co/SmeKgFtUmD,0,0,ja,Jp,',134,False,1011,19140,2016-07-27 21:06:18
CHIHIRO23428,2020-06-04 01:36:51,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/jgTYaoxcoO,0,0,ja,埼玉県,'なにもかも終わればいいのに…,98,False,919,11445,2011-11-16 03:52:08
nj_s55,2020-06-04 01:36:44,'@himadogsb0505 忘れてたwww PayPay明日しとくw,1,0,ja,,'嫁様枠♡@0boro_Pan 主催実績 #誤射大会の優勝者達 #ゴル隊リレー 代表。🏩組@81_Patx × @yuyu_8921ペット🐶@tadano_dog,5008,False,731,5988,2019-07-08 06:05:46
zSrdpgHR5OxJW2l,2020-06-04 01:34:19,'QuickPointに新規登録するとPayPayボーナスがGETできる10連スクラッチをもらえるよ！ 無料登録はこちらから！  https://t.co/1kfpraTjsJ,0,0,ja,,'おじさんですが、よろしくお願いします。今日も楽しく過ごしましょう。人生一度きりなんですから。私と親しくなって損はないはず。早い者勝ちですよ。子育て応援隊,186,False,1609,6645,2020-01-29 22:24:34
Ypaaa0518,2020-06-04 01:33:09,'レジ袋有料化始まるしPayPay還元もそろそろ終わるとか🙄,0,0,ja,失敗さえ 夢のカケラ,'働かなければ生き残れない 田中美海 内田彩 　　　           🍚ガンダムとFGOとﾓﾝﾊﾝが下手,515,False,700,147088,2013-05-10 13:45:33
mochi0__0,2020-06-04 01:33:09,'なるくんからいきなり、 アマギフさぷらいず( 'ཫ'  )✨  PayPay🎶てきた🤣❣️ どうやらPayPayにはまっているようだ🥺笑  なるくんありがとうฅ( ̳&gt; ·̫ &lt; ̳ฅ) たいせつにつかうねえええぇ(つ﹏⊂)  @Narrcl   #ナルの実績 #もちお礼報告 https://t.co/f0NiuLOsQO,8,4,ja,,'楽しんだ物勝ち精神🌻/一児のママ👶🏻/とにかく食べることが大スキ🍴/新商品✨美容💄お酒🍶漫画📕ゲーム📲/#ママ友募集中 #懸賞好きさんと繋がりたい/もちまいこんび🧡@satyandayo2/当選したものは感謝の気持ちを込めて #当選報告 します🍀,5921,False,5945,70445,2019-04-03 01:38:39
nayu_789,2020-06-04 01:31:29,'@koda93_yutaka PayPayチャージしてなくて 残高200円くらいやったから無意味😂,0,0,ja,出演依頼はDMまで✉️,'Singer / Radio / 17Liver / Osaka / Hyogo 🖤 毎月第1土曜 25:30〜26:00 FM79.7 ラジオ岸和田 冠番組『NayuのTalk to you』放送！,973,False,572,4898,2014-07-18 01:03:13
akichang555,2020-06-04 01:30:53,'なんか使ってないソフトバンクがPayPayのキャッシュバックで15Kほどあったみたいだから頂いた。しかし。マネーライトにつきウィンチケット行き決定。  明日  魂の現金化,3,0,ja,東京 渋谷区,'【帰ったぜ。ただいま。俺だよ。】ギャンブルへの向き合い方を変えてから著しく成長しました。基本的にリプは返します（╹◡╹） #競馬 #バイナリーオプション がメイン。仲良くしてください！,1209,False,1374,13070,2017-05-12 06:12:58
Sasame8,2020-06-04 01:29:41,'paypayの送金で講座の支払いしたけど楽。 友人とのチケ代やりとりとかLINEpay使ってたけど普段の支払いで使ってるからこっちのがよさげ。,0,0,ja,Yokohama,'最近めっきりごはん作り。旬の野菜やみたことない野菜大好き!なにこれ歓迎。魚や肉は試行錯誤。ざっくりバランス献立実験中。薬味や唐辛子はよく登場します。 メンタルとか風邪とかごはんでどうにかならないかなぁ？  アート/音楽/城/武将/BL/占い ふと何かを気づく人。,86,False,170,13795,2011-09-13 14:51:26
L2IKt22XbscbjN8,2020-06-04 01:29:09,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/hDhGSF278d,1,0,ja,品川区に住んでる気分で九州のド田舎の山奥に住んでる🥺💧,'詐欺グループの報復で前アカウントは凍結されました🐹💧💦💧 プレゼント詐欺は絶対許しません🐹⚠️⚠️⚠️懸賞当選報告はしっかりツイートさせて頂きます🐹🎊🎊🎊🌸‼️‼️‼️‼️ 副業&投資話DMしてくる輩は即通報&ブロックします🐹⚠️ばいばい✋(・∀・)💦,300,False,2086,13883,2020-01-21 07:01:20
karigurashi122,2020-06-04 01:27:47,'PayPayの還元率が悪くなったせいで最近もっぱらiDしか使ってないけどiDにポイントとかいう概念がないからオススメのキャッシュレス決済あったら教えて〜。ポイントの還元率重視です〜。,5,0,ja,99,'#ikuchanmail #かずみんモバメ #sakuramail #kagetalk #菅田将暉ANN #アルピーdcg #星野源ANN #cnann0 #bananamoon #annkw,565,False,768,9531,2017-04-01 12:13:37
OpheliaKlain2,2020-06-04 01:27:34,'普段大手の通販サイトしか使わないから、PayPayジャンボ対象店一覧に載ってるマイナーなサイトから刺さるやつ探してる。,1,0,ja,Amazon.co.jpアソシエイト,'ブログとSNSで面白ネタ伝導? 日常垢と言い張りたい。 多趣味なのでツイート荒らし注意！/ ポイ活でコスプレ代稼いでるので情報多めw/楽天ROOM/はてなブログ書いてる サブ→ @hebyahebyaa,2260,False,2042,39228,2014-06-05 02:10:59
ao_mameshibori,2020-06-04 01:26:43,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/MLlGDFVQaV,0,0,ja,,'キャンペーン参加▫️キャッシュレス決済◽ポイ活◽ 皆様のお得な情報を参考にさせていただいてます😌,69,False,1305,17947,2014-05-14 08:38:56
izayoi426,2020-06-04 01:26:42,'★★翌朝の肌がびっくりする程しっとり♪「たるんだ大人肌に！【新品】 Say リフトジェルEX（オールインワンジェル）(5300円)」を#PayPayフリマ で販売中 https://t.co/Td6AJP6TC8 #拡散希望RTお願いします #相互RT,0,1,ja,,'フォロワー様いつもRTありがとうございます!なかなかRT出来ずホントにごめんなさいm(_ _)mメルカリ・ラクマにスキンケア商品を出品中  #メルカリ #ラクマ #ヤフオク #スキンケア #エイジングケア #基礎化粧品  #オールインワンジェル #RTお願いします #RTした人全員フォローする #相互RT,1886,False,1350,109123,2011-10-20 02:38:25
pine__opi,2020-06-04 01:26:29,'PayPayをだいぶ便利に使っているけれど いまだに慣れないのがこちらのバーコードを読んでもらうのではなしに、QRコードを読み込んでから金額を入力して店の人と確認しあってからの決済！ってのがイマイチ使いづらい😇 スーパーとかでもそれやる所あるからちょっと好きくない。。,19,0,ja,,'40代のマキです♪欲望のままに生きていたい…がそうもいかず色々モヤモヤしながら毎日過ごしてる。いつもイイネありがとう♡ DM好きくないです…。,121,False,119,3328,2018-05-28 09:00:09
