アカウント,作成日,ツイート,良いね数,リツイート数,言語,場所,アカウントの説明,フォロワー数,認証の有無,フォローしている数,ツイート数,アカウント作成日
8848_fujisawa,2020-04-07 12:18:09,paypayの還元率悪くなってきた。まちかどpaypayなら10%還元されるけど、コンビニとかドラッグストアはiDの方が還元率高い。,1,0,ja,Fukushima JAPAN,趣味は厳冬期雪山登山（スノーボード滑走含む）です。バックカントリーでもコース外滑走でもありません。 8割は猫成分です。,1105,False,1080,146574,2010-02-22 07:15:35
utataneZOMBIE,2020-04-07 12:17:58,近所のスーパーではPayPay・楽天Pay・d払い・メルペイ・LINE PayにALIPAY・WeChat Pay・Naver PayまでQR決済が使えるが、バーコードスキャナーに店員さんが金額入力してから読み取るタイプなので、レジに時間がかかるのよ。この時期レジ待ちの時間は少ないほうが良いので何んとかならんかね？,0,0,ja,,おおさかの南部に生息。性別♂。見かけはおじさん、心もオジサン。,97,False,721,3313,2012-12-26 10:24:57
Travelitwell,2020-04-07 12:17:38,ペイペイ離れが。QT 【悲報】スーパーマーケット・ロピアでのPayPay（ペイペイ）の取り扱いが4月末で終了、BIGHOP印西の店舗も https://t.co/wsQRqCtR0Y @InzaiTopicから,1,1,ja,"Tokyo, Japan","#JA_EN_Translator #JGC #SFC #musiclover #avgeek
メディアの世界勤め上げ、セカンドライフでは翻訳を細々とやっています。🛫JAL JGC/ANA SFC会員🛬です。節約グルメ、コンサート目的な空旅～♪が好きです。 宜しくお願いいたします😊。",620,False,338,67836,2010-11-21 10:05:05
urawanochichi,2020-04-07 12:17:31,paypayフリマでは未だ黒ユニの転売目撃はありません！隊長！,2,0,ja,,#wearereds,437,False,429,2546,2018-10-08 02:03:58
aimonogatari2,2020-04-07 12:17:06,諸事情によりPayPay残高ゼロになったからください←,2,0,ja,写真と実物は異なります。写真はイメージです。,夜職全般を経て卒業。基本無気力。 #LGBT #セクマイ #バイセクシャル 君の人生僕に捧げてみない？,1235,False,1065,17964,2015-04-16 03:33:59
Aty_Arkwright,2020-04-07 12:17:04,GENKYのPayPay払い リーダー読み込みにしてくれんかなぁ,0,0,ja,Empire of Japan,VOICEROID好きなゲーマーです フォローお気軽にどうぞ プレイ中のゲーム→FF14(休止) デモンエクスマキナ,339,False,1010,24368,2011-02-02 15:31:42
C13l5,2020-04-07 12:16:55,@SpCzUYjtVuB1Kfm PayPay(パイパイ)でビーックビックビックビックカメラしてるんやろなぁ…。(クソリプ失礼致しました),2,0,ja,太陽系第3惑星,リア充よ、そこのけそこのけ非リアが通る/4.7万いいね1.4RTにまでバズり、数々のまとめサイトに掲載されたツイートをうっかり誤削除したツイッタラー(固ツイに再掲)/#フォロバ100 /ボカロ曲LIKE/ADHD/実際は完全なる陰キャ/※現在フォロー制限中ですのでフォロバに時間がかかります。ご了承下さい。,2980,False,3272,26799,2016-12-21 15:25:22
yuki_obana,2020-04-07 12:16:50,QR読み取りまでは顧客がさっさとしておきたいのでレジのところにドーンとでかいの貼り付けておいてほしいの。バーコード読み込んでる間に読み.. https://t.co/Pb4EhpE53c「「店員さんがどれだけ苦労させられたかと…」とあるお店ではPayPayを『使い..」https://t.co/dIoQnT9DQq にコメントしました。,0,0,ja,"tokorozawa city, saitama pref","a #PokemonGO Mystic/#ingress ENL/#とうらぶ 熱処理･結晶学,短刀 けんちゃん！/#文アル けんちゃん！/#千銃士 pizza/うんこ・ちんちん原理主義/進捗ありまーすと言いたい勢/lang:JA,EN,IT,RU/ヘッダ:六郷土手河川敷/ツイートを濃厚にしていきたい",521,False,1497,258265,2011-07-27 00:30:29
napo0815,2020-04-07 12:16:49,アプリすら入れずにレジで「PayPayで」と、スマホを渡すおじさん…。,0,0,ja,京都と大阪,顎をぶった切ります。歯列矯正中→SSRO＋Lefort(ルフォー)I型予定 身長179cm #スト値上げ,48,False,262,268,2018-07-07 03:28:18
zelo__chang,2020-04-07 12:16:44,Paypayがインストールされてねえスマホ渡したら罰金とってもいいだろ,1,0,ja,,はねバド！,496,False,529,28643,2018-08-16 08:49:22
SMS40494937,2020-04-07 12:16:40,"激安SMS認証代行承りますメルカリ、aupay、paypay、ヤフオク、Web Money、ラクマ 、ワクワクメール 、line、Twitter 、出会い系。電話番号を入力して,送信して認証するsms認証ならなんでも可能です。一律：７００円（大口も対応可能です）お支払いはline payですお問い合わせ  DM,メールまで😷",0,0,ja,,SMS認証,8,False,6,59,2020-03-29 05:09:33
aisabo1014,2020-04-07 12:16:30,そんな対応は日常茶飯事ですよ〜😊Paypayアプリのインストールからご案内する時もあれば、「登録して使えるようにするまでお時間かかりますがそれでもよろしいですか？」ってきいて回避することもあります（笑）忙しいお店だと、スタッフの手を取られたら困りますものね！ https://t.co/0jGjHT4XJe,0,0,ja,歌舞伎の劇場,"雅号：西本竜雲。油絵描き。歌舞伎の美フェチ。人物画ばかりで、主に歌舞伎の役者絵を描きます。最近ツイッターでも遊んでます（笑）
ツイッターではたまに歌舞伎のことも。毎日キューライス先生の漫画を読むのが癒しです✨スキウサギと性格が似ています。",522,False,787,14048,2010-03-22 14:11:08
ryoma701,2020-04-07 12:16:27,@sakindayo3 さきん兄貴！しかもPayPay払いで更に20%キャッシュバックですぞ！いつもは並なのに、今日は大盛り注文しちゃった♡,2,0,ja,LINE公式アカウント➡,【会社に内緒で副業やってます。】39歳 / ホワイト企業でほぼ残業無し / 空いた時間で副業開始 / FXの自動売買ツールで知識無しでも利益出しています / 弟子の「よっち@yocchi_kujira」と活動中。SNS集客や副業に関する無料コミュニティで日々勉強。興味のある方は固定リンクからどーぞ,569,False,902,853,2020-01-29 16:58:06
galaxy_athena,2020-04-07 12:16:23,小売側からすると、nanaco、ID、QUICPay等の電子マネーの方がむっちゃ楽なんよ。万が一間違ったとしても読取り機必須なシステム上、レジと連動してるからすぐにお客様へ返金処理が可能。paypayはほんっとトラブル多すぎて嫌。,0,0,ja,,"90年代後半V系に反応しがち。同世代以上のジャニーズにも同様。LUNA SEA,GLAY辺りは青春な似非バンギャ？SLAVEな模様。Jスレ。cali≠gari,人格ラヂオ,卓偉,倉橋ヨエコなど。最近D'ERLANGER気になる。おっさん万歳！",63,False,152,35916,2013-07-21 12:13:48
muketora,2020-04-07 12:16:18,PayPayデビューした,1,0,ja,,,100,False,150,23091,2014-10-14 08:24:56
moripuro,2020-04-07 12:16:00,18きっぷ2回分譲ります銀座郵便局からﾚﾀｰﾊﾟｯｸﾗｲﾄで発送しますので北海道の小樽倶知安余市網走北見以外の局留めは4/8午前に着きますゆうちょ三菱UFJ三井住友みずほりそなｼﾞｬﾊﾟﾝﾈｯﾄｽﾙｶﾞｾﾌﾞﾝ新生楽天きらぼし横浜横浜信金PayPayでの支払い可です　#18きっぷ　#18きっぷ2回分,0,0,ja,神奈川県横浜市,森プロです,6,False,132,286,2010-07-30 12:24:52
Work4081,2020-04-07 12:15:26,PayPayの100億円あげちゃうキャンペーンがそろそろ終了しそうな気がしてきたからビックカメラで爆買いしてきた - テクノモンキー（サブ） https://t.co/oa3XjjHdjw,0,0,ja,,よろしくお願いします！,6663,False,12080,16690,2015-10-16 07:50:48
shizukanoko,2020-04-07 12:15:06,"PayPayはキャンペーンも話題になるよね！地方にも力を入れているからこれだけシェアが高いのかな。実際もう財布を持たないで外出することが増えたし！@takapon_jp ／✅2ヶ月無料は4月7日まで‼️＼🎧話題の""聴く本""にホリエモン登場📣👉 https://t.co/BGJpSu1nzahttps://t.co/X52Z3OSsMI",0,0,ja,,鬼滅の刃を毎日読むのが日課です🐱日常の些細なことを気ままにつぶやいてます/アニメ好きと繋がりたい/普段は真面目に専門学校生/埼玉のド田舎生まれ/でも埼玉が好き/基本ボッチなので声かけてもらえると嬉しいです！！,47,False,27,384,2020-01-06 14:42:06
hiromi_bbf,2020-04-07 12:15:04,@ykawahira ×PayPayフリマ○PayPayですね(^^;,1,0,ja,東京都の右上辺り,ボディーボードで波に乗ったり、トレッキングに出かけたり、ちょこちょこと走ったりしています。 大きな幸せは小さな幸せの積み重ね。“幸せはいつも自分の心が決める”,46,False,103,1109,2012-01-04 06:57:02
toraji_hahaha,2020-04-07 12:14:56,PayPay使ってるとnanacoやSUICAってマジで神だったんだなって思う,0,0,ja,マッドシティ,これでも自称PSO2プレイヤーってマジ？ゲーム用垢,21,False,37,3249,2016-09-21 03:07:23
hawkstojinmachi,2020-04-07 12:14:50,割引＆PayPayでお得だよな並なら実質240円だし https://t.co/8TREJKfNWn,1,0,ja,心はヤフド,東京在住社会人ホークスファンの晃贔屓です。他球団ファンの方でも野球ファンはフォロバしますのでフォローよろしくお願いします。 また野球メインですがサッカー(バルサと柏)&美味い物のツイートもさせて頂きます。#7#21#28#41#58  ※next stadium　未定と言う事で,1690,False,1661,55639,2016-02-12 11:47:09
Size_Okay,2020-04-07 12:14:29,下調べと準備がクソダルいけどやっておかないと損な事トップ2・MVNO (格安SIM)・キャッシュレス決済 (Paypayとか)マジでこいつら面倒臭いわ,5,0,ja,JP,Basketball Shoes Performance Review Website SZOK (size okay) / バッシュのレビュー / ジュニアバスケコーチ,3632,False,358,20362,2010-05-16 06:25:37
keito_mint,2020-04-07 12:14:18,使える支払い方法目の前で見てるくせにPayPay使えますか？ってやつは〇んでくれーっていつもなってる(),0,0,ja,九州玄関口,( ˙-˙ )成人済みの女です、グラブルがメイン、第5人格/ 飯テロ/音ゲー/最近は島でスローライフしてます/とにかく雑食/リア充ツイ有り〼 🐔な旦那→(@oke_yusuke),461,False,914,43444,2017-01-25 02:48:50
warabekko,2020-04-07 12:14:02,関係ないのだけれど、PayPayのQRコード読み取って、金額打ち込んで...で決済するタイプが酷く面倒(主にスーパーなど)。セブンイレブンとかはバーコード読み取ってくれるだけで済むのに。何故に2種類あるんだろ... https://t.co/VidTKnrJJL,3,0,ja,山口 岩国市,わらべうた遊びを伝えてます。肩書きは『わらべうた伝遊人』。著書「はじめてうたうわらべうたセレクト50乳児編／幼児編」自宅でピアノも教えてます。4児の母。居合道五段。アニメも好き。,453,False,61,25505,2010-06-30 11:20:19
rie19770507,2020-04-07 12:12:28,現在財布の中200円ICOCA270円LINE Pay1000円PayPay500円／(^o^)＼ｵﾜﾀ,32,0,ja,,尊大な羞恥心と臆病な自尊心,1063,False,1022,6561,2016-07-11 06:18:44
maki1551,2020-04-07 12:12:21,@_chu_chu_s2 PayPayって現金にできるんよね？,0,0,ja,売り子歴4年❣️気軽に問い合わせ下さい。,"20代♡バツイチ♡郵送のみ♡
下着は予約販売になります。
支払い、ラクマ可能です。
手渡し✖着画✖動画✖
商品の在庫いいね欄🌟
購入意思のない方のフォロー
お断りします。
20歳未満はお断りします❤️
1つでも絡みある方はブロックします
鍵垢とフォローだけはブロックしてます。
実績900以上
#下着売り子",90,False,20,123,2018-10-13 08:39:22
ayafitpay,2020-04-07 12:12:09,PayPayは決済回数も金額も達成めんどいから1.5％いかないし、LINEPayもマイランクがアレだし、そう考えるとKyash QUICPayの1.0％が何も考えなくて済むやつ？,5,0,ja,Sapporo,あなたにフィットする綾fit🌟ナントカPay、クレカ、電子マネー好き。節約や育児話。366日24時間 Twitterにいます。 #あなたにフィット #コロナに負けるな北海道 #綾child劇場 #綾家事育児 #綾百物語,949,False,1352,24669,2013-10-09 09:27:36
Liaco162,2020-04-07 12:12:07,PayPay使い始めたのにスマホ忘れて会計できなくて戻って来るおっさんが、今日は充電切れでPayPay使えない！ってなって、電池貯まるの待ってるぜ。,0,0,ja,宮城県仙台市,◆震災後、地球と他人様の為に自分にできるｺﾄを探してます！◆自称：小回り美人OL ◆趣味はカメラと下手くそ編み物と…声優ごっこ♪ ◆#rakuteneagles 青山王子LOVE( •̀∀•́ )✧,272,False,262,26356,2010-05-24 05:55:19
HackYugioh,2020-04-07 12:11:48,この間初めてPayPay決済した。直前に2000円チャージしてQR読み取り金額入力後に店員に表示を確認してもらいつつ決済。案外簡単だけど数々のPa.. https://t.co/6rMEwbTrMs「「店員さんがどれだけ苦労させられたかと…」とあるお店ではPayPayを『使い..」https://t.co/QIXCE0lkHW にコメントしました。,0,0,ja,,口出しはするけど手は出さない。足は口の延長ですから蹴りますけど何か。,231,False,328,2868,2018-08-11 12:26:24
Miyabi_neriume,2020-04-07 12:11:45,吉野家のテイクアウト15%引きとPayPayの25%還元重複すんのヤバいな,0,0,ja,乙倉県乙倉市乙倉70-53-74追い風Running106号,まーくんとかあにじゃとか呼ばれる人。チャージアックスを振り回す乙倉P。 乙倉ちゃんPさんは軽率にふぉろーするかもしれません。 リア垢兼用につき関係ないツイートがよく飛びます。 予めご了承下さい(/･ω･)/ ■好きなげーむとか→デレミリシャニ/MHW:IB/ポケモン剣/DJMAX,73,False,234,1966,2010-09-29 15:58:25
Rinlon6,2020-04-07 12:11:06,@msmalv 注射(病院)ってカード払い出来ないんだね😭PayPayとか使えるようになったらお財布忘れたサザエさんでもスマホさえあれば大丈夫なのに〜私も毎日1回サザエさんしてるから分かる,0,0,ja,東京　のっくんロード近辺,MeseMoa.🦄寄りの箱推しです🍷,115,False,131,5006,2019-10-24 09:38:03
Relieve_bien,2020-04-07 12:10:37,【オンライン接客期間について】4月11日(土) 〜 同19日(日) まで、オンライン接客の試行期間とさせて頂きます。《プラン概要》▼接客ツール：ZOOMhttps://t.co/JFNkufvAy1▼お支払い方法：PayPay（手数料無し）・銀行振込（振込手数料ご負担）▼料金：画像を参照下さい注意事項等→リプ欄へ https://t.co/UblsNnaOWJ,13,14,ja,ご対応は10〜22時となります。,人生の「きっかけ」を共に探すひと時をご提供する、対話型レズ風俗店・公式アカウントです。 「レズ風俗に来たかった理由」を紐解き、必要とする情報や癒しをご提供致します。頑張ってる貴女が、一息つける場を見つけられるように。ご予約・お問い合わせはお気軽にDMへ。求人はHPに。キャスト兼店長→橘みつ @mitsu_lesbian,351,False,6,706,2018-01-15 09:21:50
hiromi_bbf,2020-04-07 12:10:15,@ykawahira PayPayフリマも2つですね。,1,0,ja,東京都の右上辺り,ボディーボードで波に乗ったり、トレッキングに出かけたり、ちょこちょこと走ったりしています。 大きな幸せは小さな幸せの積み重ね。“幸せはいつも自分の心が決める”,46,False,103,1109,2012-01-04 06:57:02
engeikana,2020-04-07 12:10:10,「安くて簡単に設置できる」というメリットの代償として、利用者に負担をかけているんですよ。 https://t.co/KnUPWCGpSE「「店員さんがどれだけ苦労させられたかと…」とあるお店ではPayPayを『使い..」https://t.co/gnegG7qxtu にコメントしました。,4,1,ja,,耕作員の園芸家です。放射能で植物に奇形が！と言ってる連中、植物のこと知らなすぎなんで。,1392,False,436,62424,2012-06-10 13:39:31
Invisible_Q,2020-04-07 12:09:53,@tamanchu49 あれ？PayPayキャンペーン、１日からやってませんでしたっけ？,0,0,ja,日本の中心,しゃべるうんこだよ！投資もやってたよ！15年も生きてるにわか元投資家。 メンタル弱く勝つ事が好き！どうやら需給派らしい。地合＞＞銘柄の地合至上主義で儲からないとすぐノーポジに逃げるよ！得意は早利確！手堅く勝てるネタを増やすために勉強中。 18年1月末全決済。2月頭に米国株もほぼ全決済。現在はノーポジライフしてます。,2532,False,980,74707,2011-02-12 13:42:48
kkkasos,2020-04-07 12:09:45,財布に金全然入ってないけどPayPayに1万円ぐらい入ってるしまあ行けるやろと思ってうどん屋に入ったら現金対応のみだったよく見たら小銭が大量に入ってたから助かった,1,0,ja,next☞,えいそす と読みます。 20↗︎ 聖飢魔Ⅱ信者でプリキュアとアイカツと特撮、コスプレ、ファッションが好き フォロー・ブロックご自由にどうぞ,272,False,362,14308,2015-02-19 17:35:30
Raawa_Mirrativ,2020-04-07 12:09:37,んじゃあPayPay導入すんな https://t.co/ciz1zM4NNh,0,0,ja,,"ちょっとだけお休みもらってます

動画配信サービス『ミラティブ』で活動しています。
サバゲー
キャンプ
二次元が趣味の変態です。
趣味程度に音楽やってます〜
なんかすごいやつ
🔥らあわ🔥フラグ建築士1級
一応、天国魔アンチではないと自分では思ってます。
判断は自由ですが、害悪行為はしないでね",80,False,81,3154,2019-06-13 09:37:14
LCBlade,2020-04-07 12:09:00,一番使ってる近所のスーパー今月末でpaypay使えなくなるんですけど😡😡😡😡,2,0,ja,,"バイクに乗ってたり
ボディビルをしてたり
今は本の虫",193,False,281,55426,2013-01-11 11:50:32
KPOP_OUTLETmall,2020-04-07 12:08:36,✨新商品予約✨#THEBOYZ EUROPE TOUR 2019📘フォトブック #AAA 📘📷🎵PayPay残高払い🆗👌Yahoo!店➡https://t.co/SMTmvcBUW1クーポンでお得🎫#Qoo10 店➡https://t.co/asA7erOwZl🏪後払いのご注文は➡https://t.co/vpXHMW9km3#더보이즈 #ドボイズ #THEB #ドビ #ALLAREAACCESS #写真集 https://t.co/NOLb2svJhS,1,1,ja,日本,KPOP OUTLETMALL本店/Qoo10店/Yahoo!店公式twitterです。KPOPCDや公式グッズ専門店😊❤新商品予約や大特価セールも✨最短で韓国発売日翌日入荷/発送🆗🚚‼❤Qoo10❤https://t.co/w3cctEhKx6,511,False,1722,4179,2018-09-03 14:17:16
K_yuur,2020-04-07 12:07:56,引っ越す時のもの購入とかで、ポイント稼ぎのためのPayPay登録してて未だに残高残っててそれを最近せっせか使ってる,0,0,ja,,"ぼやきと、時々 愚痴(*´-`)

仕事辞めてぐうたら主婦(*´-`)
7割くらいの力で生きていけたらと思ってます",4,False,11,315,2017-09-16 00:54:03
housimaru3,2020-04-07 12:07:03,ぼくさん、PayPay支援有難うございます！大切に使わせて頂きます˚₊*୧⃛(๑⃙⃘⁼̴̀꒳⁼̴́๑⃙⃘)୨⃛*₊#ニコ生主 #リスナー #IBS #パニック症 #過敏性腸症候群 #心身症 https://t.co/mSVoQgKXqF,1,1,ja,三原出身🐙埼玉住み🏍東京出没♪私は余命三年と…,発達障害？#配信社 #ニコ生主 成功率0.03%這い上がれ自分‼️#本田直之 📖西野エンタメ研究所最近入会１ヶ月で脱退⚡︎スロットからラスベガスへ💸行きたい😚IBS&メンタルオフ会代表4年☘サイコ注意👁フォロー半分企業⁈3年以上の闘病全身癌年末母死亡wオトン3月末に死亡#心身症 #荒野行動 #パパ活 #妄想障害,1354,False,1738,30152,2010-08-23 02:38:39
furoma_akiba,2020-04-07 12:06:40,【キャッシュレスの時代】フロマ池袋でも「paypay」決済が始まりました！フロマージュブックスでのお買い物がますます便利に♪ぜひご利用ください！ https://t.co/5igiKnFevc,0,0,ja,,"2019年12月7日秋葉原にフロマージュブックスがグランドオープン！更に12月21日池袋にもフロマージュブックスがオープンしますよ～！
秋葉原：東京都千代田区外神田1-3-7鈴木ビル2F
池袋：東京都豊島区東池袋1-12-10 ヤンズビル7F",436,False,178,2197,2019-11-15 10:19:20
cafe_bienfait,2020-04-07 12:06:33,レジで「PayPayでお願いします」っていうの、まだちょっと緊張する(//∇//),0,0,ja,tokyo,息子（11歳、自閉症・ADHD傾向？）、娘（7歳）、ポンコツ主婦、コミュ障、ADD傾向の40代。快適な生活を目指し模索の日々。モフモフしたヤツが飼いたい…,140,False,204,10719,2012-01-15 02:08:59
Ark_Box,2020-04-07 12:06:23,実はpaypay使えます！お会計の時に「paypayで！」と言っていただければOK！あとはQRをスキャンするだけ！下北沢でのランチ、ディナーは「 ARK BOX」で！https://t.co/IQA6g2MIKC,1,1,ja,世田谷区北沢3-25-1 MTビル3F,下北沢駅から徒歩4分のカフェ＆ライブバーです。音楽ライブ、演劇ライブ、各種イベントも開催。お問い合わせはhttp://arkbox.info@gmail.comまで。,699,False,670,36292,2013-09-16 13:09:34
momoyu18,2020-04-07 12:06:10,@nagoya1976 私も○○Payにはあたふたヽ(д｀ヽ彡ﾉ´д)ﾉタブレットでは楽天使っていましたが…😅Pontaクーポンダブレットで提示してPontaカードだして、スマホでAUPay…😅😱いやあープチパニック🌀😱(笑)#割引はきっちり#収入減PayPayはよく判らず使う人多いです〰️😨,1,0,ja,ベースは新千歳,"パクパク、もぐもぐ漫遊記
お得に旅が出来たらなぁ🎵Point&Mile大好き

18'JGC無事入会
18'夏に初訪問のクアラルンプールに定期的に通うことに
フライングブルーの以遠権✏中

#JGCサファイア#ヒルトンgold#HGVC#ホクラニワイキキ#リッツカールトンリワード#IHG#プチ移住計画#食い道楽",194,False,196,7132,2017-05-15 14:54:46
reon_art,2020-04-07 12:05:19,@peisukee ありがとwコピPayPay(｡･m･)ｸｽｸｽ,1,0,ja,赤髪の彼♡,⋆❁小野家のﾎﾟﾝｺﾂ長女❁¨̮ ヤンキーでもギャルでもないです(💢'ω') ⋱仕事が忙しい時は返信遅いです🤢 ⋱最高ランクs8⋆*。⋱アイコン❥ちこたんから⋱ ▷▶︎◀︎◁ ⋱サスペ固定(💙💛)⋱ドラ花フレンズ٩( ᐛ )( ᐖ )۶,454,False,371,35649,2014-05-14 13:13:14
naplayer,2020-04-07 12:04:37,なか卯のpaypay対応QRコードだった。優秀やね,0,0,ja,東京都品川区,3Dプリンター、ドローン、フットサル、株取引とかやってます。そして3億円が好き。3億円貯まったら工具メーカーとか共通注意事項つくるっぽ。引きこもりたい。クソリプ歓迎。しょぼ婚したい。,708,False,1010,24456,2010-04-14 16:05:29
kaitoyamagiwa,2020-04-07 12:04:25,美容室行ったらメチャ還元された。ありがとうPayPay。 https://t.co/z5gnvbFMdz,0,0,ja,,24歳、サウナーです。/サウナ・スパ健康アドバイザー/哲学初学者/五等分の花嫁/中野五月/時たま料理,29,False,74,1368,2019-05-18 08:06:24
GakcFty,2020-04-07 12:04:03,知らん間にPayPayに3000円くらい入ってた😋,0,0,ja,Discord:がきちんこ#3041,シルビアのってます PUBG X4F→LXS IGN:Gackyyy,473,False,385,4370,2015-06-19 22:57:32
tamanchu49,2020-04-07 12:03:10,今日からですよ～。さっそく松屋の″ごろごろ煮込みチキンカレー″を頂きます🍴🙏PayPayイベントを利用で更にお得に(^_-)ｳﾏｰ https://t.co/yZPfZmkxX8,6,0,ja,日本 愛知,パチプロ＆トレーダー。大学時代にボーダー理論でパチンコに勝てることに気付く。卒業後はサラリーマンと兼業パチプロ10年。パチバブル到来で会社を退職してパチプロ専業に。しかし6年くらい前から期待値低下の一途で投資を始める。PO、分売、優待クロス等のイベドリ投資メイン。シストレもスタート。趣味は散歩、飲酒、将棋。,820,False,527,10599,2013-04-24 08:58:39
lammkume,2020-04-07 12:02:40,【#PayPay 】ラムタラ東村山店でもpaypayご利用可能になりました！！便利なスマホ決済サービス「PayPay」♪スマホ１つでラクラク簡単にお買い物☆#スマホ決済 #ALIPAY#ラムタラ https://t.co/yTnZdWLPii,0,0,ja,東京都東村山市恩多町2-1-1,ラムタラ東村山店一般のアカウントです。新作映画やアイドル関連商品、気まぐれで旧作映画などをPickupしてご紹介します！,961,False,666,5978,2013-07-10 09:29:13
sanwadaikoh,2020-04-07 12:02:02,【三和代行　086-441-3810】倉敷の三和代行は業務拡大に伴い代行運転者を募集しています。免許：普通1種又は2種免許者、年齢：26～60、経験・学歴不問。未経験者歓迎 #倉敷 #三和代行 #運転代行 #クレジットカード #PayPay,0,0,ja,岡山 倉敷市,お客様の安心のために万全なJD共済保険に加入したうえで、無事故の実績で安さにチャレンジしている倉敷の運転代行の会社で、三和代行は！安心！安全！をモットーとしています。 ​,135,False,163,5331,2017-11-04 11:38:58
rWVaW4ndaPosXdx,2020-04-07 12:02:00,吉野家 並 頼んで 15%オフでpaypay使ってTポイント‼️ https://t.co/7TznpngiJi,9,0,ja,北海道 千歳市,"北海道千歳のにゃんこ2匹とご飯と株をつぶやく残念な垢
スーパーの安売りに生きがいを感じてますｗｗｗ株してますが、
身の丈にあった生活をしてます^^",944,False,1089,54028,2017-01-15 13:49:48
cycle_wonder,2020-04-07 12:02:00,サイクルワンダー（旧：サイクルハンター横浜店）です。店頭ではPayPayや楽天ペイによるクレジットカード払い、交通機関系ICカード、nanacoでキャッシュレスにお買い物ができます。よろしくお願いいたします。#サイクルワンダー#自転車買取,0,0,ja,神奈川県横浜市鶴見区生麦3-9-9,神奈川県横浜市鶴見区でスポーツ自転車とパーツの買取と販売を行っているお店です。,116,False,0,803,2019-03-07 05:10:54
P_W_WAVE,2020-04-07 12:01:58,プロレスリングwaveの会場でのグッズ＆チケットは購入はPayPay、G Pay、LINE Pay、Apple Pay、PayPal、楽天ペイなどの電子マネーでの支払いが可能！クレジットカードでのお支払いも可能です！(一部カードを除く) #wavepro,5,0,ja,〒164‐0012東京都中野区本町3-26-7-103,DM･リプライでのご質問等にはお答え致しかねます。お問い合わせ･チケットご予約はお電話(03-6300-5226)もしくはメール(info@pro-w-wave.com)でご連絡ください。 公式オンラインショップ 【SHOPZABUN】はこちら！ https://t.co/Vmy6wJ3WPL #wavepro,7997,False,8377,37418,2010-06-08 08:28:05
thkaphy,2020-04-07 12:01:57,でもPayPayとかで送金してもらうよりだいぶマシ,0,0,ja,,アイコンはフィリア氏(@Fi0a)からです！！！,101,False,94,119610,2014-02-11 15:42:31
meiko0113,2020-04-07 12:01:32,@maroken16 PayPayで、お願いします！,0,0,ja,,"成人済みレイヤー
第5人格、鬼滅、ヒプマイ、キンプリ

ゲーム実況厨

チーズが主食。ゲロ甘党。",562,False,1379,95429,2010-03-29 17:37:16
No1_xion,2020-04-07 12:01:32,分かる…自主学習意欲の無い「店員に聞けば良い」と思ってる人は使わないで欲しい…使い方の説明が無いのはこっちが悪いみたいな感じで喋ってくるジジババ居るけど、うちらは【PayPay屋さん】じゃないんだよ…特にチャージ方法とか個人で違うし、マジでご自身でどうぞ… https://t.co/igRMIPXX16,2,0,ja,貴女の近くの何かに擬態しています,しおんと読みます。バンギャでレイヤーでゲーマー。ダンガンロンパとカリギュラとおっさんずラブの人。ロンパは葉隠、眼蛇夢、狛枝、王馬、七村、宿木、盾子、言子、静子。ギュラは美笛、Stork様推し。基本的に平日レイヤー。プロフがカオスだったけどツッコまれた記念に戻しました。本当に一番好きなのは神路さんというギタリストです。,252,False,335,34817,2016-12-17 11:34:52
GDAF6028,2020-04-07 12:01:20,@atitaneryu PayPay残高下さい？^^,0,0,ja,松戸市民だけど相模原市民に戻りたい,"お誕生日プレゼントください
https://t.co/LGuntxHiZR",828,False,1685,50368,2011-12-12 02:25:52
msr_san_,2020-04-07 12:00:40,PayPayも  LINEpayも  Rpayも  d払いも  入れてない  ボクの方が  システムを  理解してる時あるPay系は  一括払いです,0,0,ja,,剣盾の主人公♂という立場のなりきり。非公式。最近はキャンプがマイブーム,7,False,12,1487,2020-02-07 11:09:09
Lupinus20191011,2020-04-07 12:00:37,⚪️4/7⚪️ご予約受付中🌟🔷園崎要▶️17:00~27:00🟡全コース🌈✅2000円オフ✅➕10分⚪️PayPay、クレジットカード🆗⚪️https://t.co/37jZDotxy5⚪ご予約https://t.co/YH9pUVchAS⚪️LINEhttps://t.co/IwwdWrw80w☎️042-698-5245(受付 25:00まで)#立川#町田#八王子#メンズエステ https://t.co/fykcXHj71s,0,0,ja,東京 八王子市 旭町7-9 相模ビル202,🔶令和10月11日OPEN🔶JR八王子駅徒歩2分🏇八王子で一番駅近のメンズエステ◎ホスピタリティ溢れるセラピストのみ在籍。営業時間 13:00~ラスト ☎️042-698-5245 ※お電話に出られない場合もございます。⚪セラピストさん募集中です🙏,164,False,173,1296,2019-10-01 12:31:29
