システムID,ジャンルID,ステータスID,感情ラベル,content
2022584,コンビニコピー機,678783548917026816,neutral,コピー用紙不足によりコンビニコピーをする羽目に。学校でも大丈夫だろうけど正直やり方忘れました。はい。
2028178,コンビニコピー機,680038450125389824,neutral,ほんっと義務教育くらいのときは雑誌の写真をコンビニのカラーコピーでできるだけ引き延ばして部屋に貼ったものだけれど　それやりたいです今
2028344,コンビニコピー機,680046663033946113,neutral,とうらぶブロマイド通常立ち絵かぁ。んー。起きたらセブンも行かなきゃだなぁ。三名槍と歌仙さんと五虎退かな。あー、青江も欲しいかもしれない。150円なら良いよねとか思っていろんな子プリントしそうだ…
2028350,コンビニコピー機,680046835768020992,neutral,"あまって、コンビニプリント今日の0時からなの？ｗｗｗ
いまから行ってこようかなｗｗｗｗ"
2029605,コンビニコピー機,680278446119858176,neutral,"くじ残ってないかなーっていう淡い期待を抱いてセブン来たら全く残ってなくて、ブロマイドだけでも入手していくかなーってコピー機来たけど、前のお姉さんも多分同じ目的で、多分全種類印刷してるんだよね…
いや、あの…全種類印刷するのはいいんだけど…後ろ見よう？かれこれ10分たちましたよ？"
2029647,コンビニコピー機,680288638295355392,neutral,セブンネットプリントの刀剣ブロマイド140種以上って、きっと「ノーマル立ち姿」「戦闘ポーズ」「内番服」の3種×49人＝147種。でしょ？　きっと。
2030514,コンビニコピー機,680551025615372288,neutral,セブンのチケットぴあの機械、コピー機と一緒なんだけどしばらくコピーしたいひと来ませんように
2031175,コンビニコピー機,680744587837616128,positive,ローソンで、亜沙香ちゃんの写真プリントしてきた！(=ﾟωﾟ)ﾉ 超簡単！
2031179,コンビニコピー機,680744818620772352,negative,セブンのとうらぶブロマイド……前の方が良かったような……。　あ、物吉くんと後藤くんはプリントしないと！ｗ
2031202,コンビニコピー機,680746837813243904,neutral,本日はRTするbotと化しております。昨日負傷した足を引きずりながら昨日仕上げたカラーをコンビニコピーしてきたりしてます。コンビニカラーコピー進化してるね！仕事もしてます。あと数日でコミケでそこから数日で年明けなんてばんなそかな！
2033577,コンビニコピー機,681317236888305665,neutral,仕事のせいで名刺納期間に合わなかったんでコンビニコピーで手作りコース😩ﾝｺﾞｫ
2034604,コンビニコピー機,681474395773079552,neutral,ありがとーーーコンビニコピー…………………………………(合掌)明日の無配それなりに刷れました～よかった～～～～～～～～；；；；；；；；；；；；；；；；；；
2034616,コンビニコピー機,681477216669048833,neutral,……気の迷いでセブンでプリントしてきた燭台切さんの写真、予想外にかっこ良くてちょっと撃沈してる……。太郎さんもやってくるべき？
2037033,コンビニコピー機,681933377633583104,negative,(だらだらとつづいてすいません) 店員は掃除を始めていたけど中断してもらって　コピーしたけど汚れがひどいぞ　お金返して　他のコンビニにいくから　というと　「できません」というえ? なんで? と再度聞いても「できません」と機械のように繰り返すだけ　なんだよこのみせ　(つづく)
2037892,コンビニコピー機,682185763224616960,neutral,"もう実家に水彩絵具やらコピックやら色鉛筆やら一式持ち帰って年賀絵やるしかない…！
そしてコンビニのコピー機ではがき印刷…するしかないよな…"
2021342,コンビニコピー機,678361232605184000,neutral,ヤバい画像の変換間違えてPNGにしたせいでコンビニコピーが出来ない事態…ヤバい()()
2028395,コンビニコピー機,680052066417442817,neutral,ガム噛んだままうとうとして飲み込みそうになったから入稿諦めて寝るね…セブン-イレブンのコピー機に頑張って貰う…どうしてこっちにはキンコないかなあ！
2028409,コンビニコピー機,680054914442067968,neutral,"とりあえず上司宛の年賀状は書いたから寝るか～
近所のコンビニも手差しコピーできたらいいのに…確か昔はampmが出来たような。もうないんですけどね。"
2029681,コンビニコピー機,680292451970465792,neutral,うわーこれからコンビニ行ってプリントしてくるちゃんと出来るかなうわぁ
2029699,コンビニコピー機,680297732070719489,negative,唯一年賀状プリント出来るのがセブンイレブンだけなのに、そのセブンイレブンでコピー機故障してたら元も子もない。
2030536,コンビニコピー機,680559251639545857,positive,セブンのコピーはnanaco払いができるんだなぁと感心している俺の後ろで、1万円チャージしているおっさんがいた。憧れる(^^;
2031274,コンビニコピー機,680755197543448576,positive,まこくんお綺麗〜♡(セブンプリント最高) 〉RT
2031297,コンビニコピー機,680758069777727488,positive,"一応、イラレデータからのオンデマンド印刷していた経験からです。
機械はコンビニならセブンで使われている、富士ゼロックス社のが綺麗にでやすいです。
キンコーズの10円コピー機は実はゼロックス社ではないことがあるので注意を。"
2031314,コンビニコピー機,680759494188478464,neutral,でもイラストレーターの使い勝手の悪さが気に入らないんだけど。どうして重宝されるのかわからない。ワードでもエクセルでもパワポでもなんでもいいから最後はPDFにすればコンビニでプリントできるのに。という雑な考え。
2032528,コンビニコピー機,681054372596334592,neutral,私もセブンであおえくんの生写真……でもそんなのコピーして帰ったらおかあさんにまた軽蔑と嘲笑と諦観を足してエタノールで割った感じの顔される
2033687,コンビニコピー機,681342408253026305,neutral,だって例えばコンビニコピーで作ると考えたら製本自分で頑張るとしても白黒コピーの20Pで100円位にはなってしまう……。表紙フルカラーにしたいと思ったら150円やで。（私ならコンビニコピーにするくらいなら数年かけて売り切るつもりで30部のオンデマに回すけども）
2034655,コンビニコピー機,681485289873788928,neutral,明日にでもコンビニでプリントしてくる！
2034660,コンビニコピー機,681485633768955904,neutral,学パラのファミマプリント第２弾が、配信開始されているみたいです・・・！興味のある方は是非～（今日プリントしてみた勢）＜RT
2035943,コンビニコピー機,681752921726308353,neutral,パス入力すればだれでもセブン-イレブンでプリントできるけどプリントしたいって人居ますかねｗ
2035986,コンビニコピー機,681758042937921537,neutral,イベント気になりまくるけどとりあえず出発だ～　まずはセブンで無配のコピーじゃ
2024241,コンビニコピー機,679174195788419073,neutral,友達主催の好きなカレンダーを見つけてコンビニでプリントできる画期的な展示だよ＞RT
2025694,コンビニコピー機,679503943601225728,neutral,年賀状をコピー出来るかな～っと思ったけど１枚だけじゃ不可能なので、残念でした。( ˘-з-)コンビニで買った『妖怪ウォッチ』の年賀状で書くしかないので、書きますけどもうすぐ書き終われば締め切りまで間に合うかも󾬄٩(*´꒳`*)۶
2029775,コンビニコピー機,680309917643706368,neutral,ネットプリント忘れてた…！！！ 明日仕事前にセブンイレブン行こう………！！！
2030578,コンビニコピー機,680569988197924864,neutral,"pdfに変換できたー。
とりあえず、これをセブンで印刷して送付。
ふぅ…疲れる(´・ω・｀)"
2030584,コンビニコピー機,680572004378873856,neutral,コンビニのコピー機に使えるSDカードやらが見当たらないのが痛い
2037148,コンビニコピー機,681970883032793089,neutral,"このクソペーパー、セブンイレブンのネットプリントのコードあるんですけど、
コード出すより普通にネット上げた方がいいかしら
クソだけど"
2037198,コンビニコピー機,681984644854632449,neutral,わかる…まさか会場コンビニで朝コピーできると思ってなかった…
2037981,コンビニコピー機,682209976178225154,negative,あと、今日初めてライブのチケットをセブンイレブンで受け取る方法で予約したんだけど、セブンイレブンのサイトを見てもどう受け取るのかどうもよくわからん。あのコピー機の近くにあるディスプレイをいじればいいの？　店員に直接言えばいいの？
2021548,コンビニコピー機,678429254032330752,neutral,近所に新しいファミマができてたからコノサク、アンドロメダ、ハルモニアの３枚をL判でプリントしてきた。これはなかなかいいものですな。モンコレでもこういうサービスが欲しかったと思える位にはいいものだ。
2021562,コンビニコピー機,678433451708551169,neutral,コンビニのコピー機でもいいって書いてあったけど、コンビニの使ってプラ版詰まったらどうすりゃいんだよ・・
2024300,コンビニコピー機,679188224430858240,neutral,"終わったーけど、コピー機が回線つないでくれなくて詰んでる( ^ω^ )
コンビニ行こっかな。。"
2025847,コンビニコピー機,679544208990932992,neutral,"お？お？いい感じじゃね？今から用意してコンビニでポスカにコピーじゃ〜ヽ(´ー｀)ノ
時間かけて作ったからやっとってかんじ😌"
2030626,コンビニコピー機,680584476464824320,neutral,しゃーない、コンビニコピーや…
2032657,コンビニコピー機,681082122975588352,neutral,"コンビニでPNP版カードデータ（pdf）を両面印刷までできるかな。
明日、時間があれば試してみるか。"
2034863,コンビニコピー機,681511966951620609,positive,そういやファミマプリントをやってみた結果、どのカードも想像以上に明るい色合いになっておりました。個人的には車を踏み付けているケルベロスと林の中で傘をさしているクシナダヒメがお気に入りです。
2034889,コンビニコピー機,681519431474794496,neutral,セブンでネットプリントしたいから始発の３０分前くらいにいこう
2034915,コンビニコピー機,681524471698599936,positive,原稿データさえこしらえれれば1日目終了したらコンビニでコピーすりゃええんや！出発まであと2時間くらいだけど仕上げるで！
2038017,コンビニコピー機,682221210831208449,negative,数時間前の自分「USB見っけた！これでこれで勝った！終わった！」→セブンコピー機「お前のファイル保存形式くそダサい（対応形式じゃなかった)」　数時間前の自分「　」（30日残りわずか☆)
2020550,コンビニコピー機,678040139013095425,neutral,ごちうさのローソンのプリントのやつ始まってるんだっけ
2021642,コンビニコピー機,678457188197597185,neutral,最近近所のコンビニが改装したんだけど、コピー機新しくなってた。これで紙詰まりの罠にハマらなくて済むだろうか…
2024390,コンビニコピー機,679201078269743104,neutral,アイチュウのファミマプリントページ開けない…エラー吐くよ…
2025860,コンビニコピー機,679549495118434305,neutral,コンビニでコピーしたら紙詰まりし、待たされてるその隙に傘が盗まれ、駅のホームに駆け込んだら電車は出発。絶好調！
2025896,コンビニコピー機,679559943704293377,neutral,"今すっごくどうするのか困ってるのがタトゥーシールがプリンタ壊れてて刷れないことだよね(遠い目)
うっかりなおったりしないかなー…描くのもめんどいし…最悪コンビニでコピーして貼る…？"
2030642,コンビニコピー機,680590576064958464,neutral,コンビニコピー機で出力せねばになったんだけど、ただでさえ汚い線画（いつも）だからせめてキレイに出てきてくれたらいいなぁ
2030677,コンビニコピー機,680601994248126464,neutral,ペーパー3P漫画なんだけど片面B4で刷って半分に折るかA4両面にするか悩んでる…B4だとかさばるしかと言って両面コピーは確実に紙詰まり引き起こすからトラウマコンビニコピー
2032724,コンビニコピー機,681095918687408128,negative,コンビニでハガキコピーしたけど店員さんがなかなか上手くできなくて３０分も待ってしまったw
2034981,コンビニコピー機,681554819421609984,negative,"ちょ、コピーできんやん！！！
洋服作りたかったのに(´；ω；｀)
やっぱコンビニとかは用紙がつまるからって、やらせてくれんもんなー
パソコンと印刷機がほしい！！！笑"
2037299,コンビニコピー機,682025893812801536,neutral,これをセブンのコピー機でプリントや！って思ったんですけどUSBメモリが見つからないんですわ…
2059770,Rommba,678903102200655872,neutral,"ジャパネット〜❗️
ルンバが安い〜❗️
欲しい〜❗️"
2059816,Rommba,678905633488244736,neutral,"♪取り残しあるのを〜旦那に見られ〜あわててゴミを取るルンバ〜一階奥の寝室入りづらい〜ベッドの下など恥ずかしい〜新婚家庭の〜甘い部屋〜ルンバ〜ルンバ〜ルンバ〜ルンバ〜ルンバ〜ルンバ〜恥ずかしがりのルンバ〜
     #atakowa      たそがれの銀座"
2060469,Rommba,679028541179039745,neutral,定期的に寒いし寂しいから猫飼いたい～ってなるけど、お別れするの悲しいからルンバ的なものを買おうって落ち着くんだけど当初の寒いとかの悩みは解消されないんだよなぁ
2061034,Rommba,679178671630868481,neutral,【悲報】息子ちゃんルンバで大号泣。。
2059871,Rommba,678913284393689089,neutral,坂上忍の家にダイソンのロボット掃除機ある、ルンバ買おうよルンバ
2059879,Rommba,678913403688095744,neutral,こんながっちり噛むのルンバちゃんしかいないけど、こんなところ噛まれた記憶ないよ
2059921,Rommba,678919953987211265,neutral,"カスタムマシーンwww
ルンバwwww
流石プロですねwwww"
2059955,Rommba,678924965018669056,neutral,誰かさんが掃除機をしばいたから、ルンバみたいなんを3匹くらい飼いたい
2059976,Rommba,678927136468525056,neutral,"なんか床でねてたら、ルンバが全速力で向かってきてて、焦った。。
髪が無事で安心。😌"
2059989,Rommba,678933088009752576,neutral,"大掃除ってことでルンバの消耗品更新
フィルター変えたり、ブラシに絡まった毛を取ったり"
2061148,Rommba,679206680236724224,neutral,だれかルンバをインククリーナーデザインで魔改造しねーかなー
2060055,Rommba,678945936442200064,neutral,家に帰るとルンバが遭難しているといういつもの風景
2061720,Rommba,679274789718986752,neutral,ペッパーってほんとよくない。あれだったらルンバに顔書いた方がよっぽど親しめる。
2059234,Rommba,678782084102549505,neutral,速報です きょう未明、東京都足立区あず宅のルンバさん（2014年製）が黒タイツを誤食し、意識不明の重体となっております
2059251,Rommba,678785417445945344,neutral,小十郎ルンバが掃除する場所探して「もの足りねぇな…」とか言った日には、きっと部屋の中何も無くなる(正確には空中生活に移行)
2061763,Rommba,679277759726673921,neutral,ルンバの上に乗って移動ラクっすねこれ〜っていってるぴよ崎義人
2061776,Rommba,679278099289128960,neutral,つつくんは諏訪隊のルンバじゃないけルンバって自分で充電しに戻るから、堤も突然帰ったりするよ もう麻雀付き合えないって
2061368,Rommba,679250704423227392,neutral,ルンバにカメラが入ったということで、その辺のルンバをハッキングすることで部屋の間取りが・・・とかならんだろうな。
2058428,Rommba,678575929099087872,neutral,兄さんルンバとか買ってきて弟に叱られてる気がする
2061394,Rommba,679253369261690881,positive,目の端にルンバがうつると「お、がんばってるな」って思って、可愛く思うし、この感情は駅のホームで鳩がいるのを見るのとそう大差はない感じ。
2058512,Rommba,678583835202727936,neutral,"ルンバの約２.５倍か（価格）。
買う買わないはともかく、床に物が置いてあってカーペット敷いてるウチには向かないんだよなー、こういうお掃除ロボットは。
椅子で生活してる家には合うのかな？？"
2061441,Rommba,679255615496040448,positive,"ルンバの線抜いても動いてて石塚さんがパニクってるのすげー笑ったww

こいつ線抜いても動くぞ！！！！"
2064768,Rommba,679668189395959808,negative,さっきルンバが足に体当たりしてきたんだけど、足の指食いちぎられたかと思うくらい痛かった
2056646,コンビニコピー機,687756425947316224,neutral,昨日、セブンでブロマイド堀清ちゃんプリントしてきちゃった...可愛い(*´ч ` *)
2056677,コンビニコピー機,687770801295077376,neutral,"図案をUSBメモリに入れてセブンでコピーすればいいな。
ってかもうキンブルで安い中古のプリンタ買うかなぁ。
白黒しか使わんからインクもそんなにかからんし……"
2058718,コンビニコピー機,688270847358840832,neutral,"ゼロックス（セブン）のネットコピーにファイルを登録する時、パスワードをかけると、誰かが合計３回ミスった場合、そのファイルは印刷出来なくなることが分かりました。パスワードは自分用でない限りはかけないことをオススメ致します。
#刀さにコンビニイベント"
2058737,コンビニコピー機,688273517071093761,neutral,セブンわざわざ行ったらコピー機死んでましたありがとうございました🔪🔪
2058750,コンビニコピー機,688274168211574784,neutral,セブンのネットプリントキメてきた。粟田口(‘▽‘)ﾋｬｰ
2060190,コンビニコピー機,688925355168497664,neutral,願書出し帰りにセブン寄って粟田口さん集合写真プリント出来たしもう俺頑張ったよまさか野郎の集合写真プリントする日が来るとは思わなかったけどどう見ても皆美少女とショタとメス男子しかいないし大丈夫大丈夫ホモじゃないって言い聞かせながら帰宅したんで、大人しく勉強しますね…
2062761,コンビニコピー機,689653494916116480,NegaAndPosi,"まあ感圧タッチパネルがぎゅーぎゅー押さないと反応しないとか、USBメモリの認識が不安定とかありましたけどね…
でもネットプリントする場合も設定項目が多くて芸が細かくていい
（セブンのネットプリントはページ指定ができなかったりしてちょっと劣る）"
2063368,Rommba,679510854400737280,neutral,"先週の授業内容要約
ルンバは馬鹿"
2065347,Rommba,679747046237028352,neutral,私の寝室の鍵、開けが甘かったみたいで閉めると同時に施錠された…鍵は施錠された部屋の中…着替えも何もかもその部屋の中…旦那さん今朝から日本。ルンバ君は中で軽快に掃除してくれてるけど彼は掃除しかできないし。ツイに呟いている場合じゃないんだけど、さて、どうしたものか…。
2055721,コンビニコピー機,687593072356491264,positive,"【参考】
うちのA3折り本小説ファイルサイズは、PDFで１つ約２００KBです（Ottee使用）
表紙画像がPNGで約３０～５０KB（画像サイズは大体６００×４００くらい）
書体は明朝系で、コンビニのコピーが持つ書体に委ねています。普通に綺麗に印刷出来ますね。"
2056728,コンビニコピー機,687787489742983169,positive,昨日、セブンイレブンでプリントアウトできるという粟田口ちゃんたちを見せてもらったんだけど、かわいかったなー。あんなに薄い色遣いで一枚の絵になるの憧れる
2056736,コンビニコピー機,687790464469184513,neutral,コンビニイベントの番号メモしてたら、すごい多い…嬉しい…でも私これプリントしきれるのか…？（2歳幼児を見ながら）コンビニが近いのが救いだ…
2059577,コンビニコピー機,688603713515081729,positive,"遠方で来れない人の為にセブンネットプリントで印刷できます

なお沖縄は"
2060220,コンビニコピー機,688934328651259904,neutral,nanaco使ってて本当に良かったなってのは、セブンイレブンのコピー機ででコピー本作るときに、nanaco払いにすると500円玉10枚とか両替してもらわなくてよくなったことです。。。本当に助かる。。。
2060265,コンビニコピー機,688951866563006464,positive,コンビニにプリントしにゆく元気がでない。紙の質と倍率の関係でちょっと歩くセブンイレブンに行きたいのだけれども。
2063260,コンビニコピー機,689769323108261888,neutral,"カード会社に送り返すハガキやら区役所に送り返す書類やら、その他文書作成…お昼から今までやってて、コンビニ行って文書やら書類20枚コピーして…やっと晩御飯(*´ω`*)
ファミマのガパオライス今から食べるよ♪"
2063263,コンビニコピー機,689771106123677696,neutral,セブンで書き下ろし粟田ぐちーずプリントして来た！可愛い！
2064149,コンビニコピー機,689981875067187201,neutral,あれっセブンのプリントって今日まで？行けない(ToT)
2055792,コンビニコピー機,687599359601446912,neutral,四振り目は五虎退君でしたーー　今日、新規絵ブロマイドをセブンでプリントしてきましたよ！素敵でした(*'ω'*)
2056755,コンビニコピー機,687798680363991040,neutral,そうだ、帰りにセブンのブロマイドプリントしないと～ 描き下ろしだけは忘れず…
2056809,コンビニコピー機,687810073620385792,neutral,セブンイレブンのネットプリントで高画質印刷して額に入れて飾る
2057826,コンビニコピー機,687973648242622464,neutral,毎日のように田舎のコンビニで普段使われないネットプリントを大量にしていく怪しげな女になってる
2059615,コンビニコピー機,688618856621838336,neutral,"コンビニでコピーしようと思って、
コンビニの男の人に両替頼んだら、
面倒いからって拒まれた(^O^)なにそれ

あわてて隣の主婦さんが
「こちらでさせて頂きます！！！」
って両替してくれた。良かった。"
2061403,コンビニコピー機,689280376997548032,neutral,最悪紙無かったらpdfをUSBに突っ込んでコンビニで刷るか
2061414,コンビニコピー機,689287026282135552,negative,お昼の間に出したい手紙があって送付物にコピーが必要だからコンビニ行ったんだけど、ゆっくり使う年配の先客が10分待ってもコピー終わらないから泣く泣く諦めた…ご飯食べる時間無くなっちゃう
2062822,コンビニコピー機,689674651635585025,neutral,ローソンのコピー機使えなくて草
2064656,コンビニコピー機,690098008105578496,negative,"セブンイレブンでやってるブロマイドプリント、刀剣乱舞の第四弾が今日までだったから慌てて粟田口の描きおろしだけ印刷してきた。
なんか、色薄すぎて古い写真感強い…。今は亡き（略）みたいな感じ…(´・ω・｀)"
2055831,コンビニコピー機,687603202598961152,neutral,セブンで粟田口のイラストプリントしてきたよ　あのころの思い出感やばい　額入れて飾りたい
2060375,コンビニコピー機,688979861788991489,negative,コンビニのコピー機とATM近すぎてやだのう
2060389,コンビニコピー機,688985261657604097,neutral,伯父さん2からのメール届いたんだけど、去年の旅行の写真添付して送ってきたので明日病院行く前にコンビニでプリントして行かないと。
2061478,コンビニコピー機,689301212328361987,neutral,コンビニコピーで十分だけど本にする作業がめんどいからせめてものオンデマ
2063332,コンビニコピー機,689786153176674304,neutral,"落書き帳をスキャン&gt;PDF化&gt;セブンでコピー&gt;綴じる
でなんかそれっぽいのできそうじゃないか……！？そりゃきちんとした原稿には劣るだろうが、「本にすること」を最優先としたら……！"
2064200,コンビニコピー機,690002980804894721,neutral,最近コンビニ寄ったらその場でネットプリント検索するようにしてる( ˘ω˘)ﾓｯﾄﾊﾔﾚ
2064209,コンビニコピー機,690011558940938240,neutral,"セブンの粟田口集合ブロマイド、プリント今日までなので慌ててプリントに行く昼休み。
無事に手に入れられてよかったー！"
2064210,コンビニコピー機,690012028522598400,neutral,ゲスト依頼されて～原稿戻ってこない＆発刊されない。は、昔もあった話ですね…※コンビニ・コピーなんて便利環境なかったからコピーもとってなくて丸々紛失。
2064698,コンビニコピー機,690101917079441408,neutral,セブンのネットプリントで思春期さん書き下ろしの粟田口集合絵印刷して感情が昂ぶってる
2064954,Rommba,679675434246606853,neutral,ルンバはなんか可愛く見えちゃってなんかやだw
2055891,コンビニコピー機,687608592338259968,negative,"eneloopの応募したいのですが、印刷できません。
セブンのネットプリントはダメなようです。
助けてください。"
2055897,コンビニコピー機,687609081939415040,neutral,シャチハタとセブンイレブンコピー機に恵まれないせいで帰宅が遅れた(　`ω´　)ただいま；；；
2057980,コンビニコピー機,688003870828593153,negative,あとセブンのネットプリントのやつやってこようと思ったんだけど、どこもインク切れ…
2059022,コンビニコピー機,688323516123381760,neutral,つらいからセブンプリントでプリントした日本号みて満足してる
2061563,コンビニコピー機,689322789744975872,neutral,"道雪だし凍ってるしさ…
めっちゃ寒いし（そりゃ冬だから仕方ないけど）
セブン行ったのに指定された番号のデータが存在しない的なメッセージ出てプリントできなかったし（もはや仕事無関係）
エネルギーが欲しい…"
2064218,コンビニコピー機,690016438992633858,positive,コンビニ10分で行けるけどまた10分かけて戻ってきて提出して帰れるとか長谷部いない限りアホだ。でもコンビニ行きたいプリントアウトしたい
2064750,コンビニコピー機,690108202290167808,neutral,セブンのネットプリントの描きおろし粟田口集合絵がすごいかわいい…かわいすぎて二枚刷ってきた…
2055948,コンビニコピー機,687615034134937604,neutral,セブンの刀剣ブロマイド、プリントしてきた～!粟田口可愛い…眼福過ぎる…
2055980,コンビニコピー機,687618769460408320,neutral,コンテンツプリント…エラーで止まってるみたい…( ´・ω・` )
2058088,コンビニコピー機,688018796951515136,negative,今日、藤四郎の家族写真をプリントアウトしようとセブンいったらね、なんと消耗品切れとかでできなくて……すごすご昼飯買って帰りました、どうしよう明日できるかな……
2060492,コンビニコピー機,689010653114155008,neutral,今日、刀剣乱舞のセブンイレブンネットプリントの書き下ろしイラスト粟田口兄弟を見せてもらった。めっちゃかわいかった。私もセブンイレブン行かなきゃ！
2060534,コンビニコピー機,689020191741579264,neutral,そいやセブンで書き下ろし粟田口プリントしてきた〜超絶可愛いしふつくしい
2063395,コンビニコピー機,689799699969114112,neutral,しごおわー！してセブンでブロマイドプリントしてきた｡･*･:≡(　ε:)
2062349,Rommba,679313564184612865,neutral,全自動クリスマス装置より、ツリーをルンバに乗せる発想に才能を感じた。
2063904,Rommba,679575308689776640,neutral,ルンバと子供が電気屋で戯れてて和睦の極み
2065039,コンビニコピー機,690137944221446145,neutral,セブンのプリント慌ててやってきた！あわたぐちだけとりあえずやろーと思ってたのになんか色々印刷してきてしまったw今回バーコードとかなくてよいね(･∀･)
2065061,コンビニコピー機,690140803163885574,neutral,"マイナンバーの写真やっとプリントしてきたぁ💦
証明写真高いからスマホで撮ったやつコンビニで✨"
2056019,コンビニコピー機,687622242281205760,negative,セブンのコピー機エラー出てたからまた明日にする……
2057042,コンビニコピー機,687848794713489408,neutral,コンビニプリントはいいぞおじさん「コンビニプリントはいいぞ」
2058155,コンビニコピー機,688037762650517504,neutral,あ、昨日通信エラーだった駅前のセブンのプリントサービスに寄るの忘れた。
2058164,コンビニコピー機,688042438854742016,neutral,コンビニのネットプリントを二次創作企画で使うとは新しいなすごい～
2059795,コンビニコピー機,688673964336414720,neutral,"あーもう本当にバカだ

原稿コピろうと思ってコンビニいったら
PDF変換すんの忘れてた(-_-;)

くそー(-_-;)"
2062447,コンビニコピー機,689465466608156673,positive,セブンのブロマイド、真剣必殺こなかった…書き下ろしだけプリントしてきた。美しい
2062920,コンビニコピー機,689701132109672449,positive,朝スマホでメモした内容をプリントアウトして朝イチの取材に持参する必要があったので、カフェでWord成形してそのままネットプリントにアップしセブンイレブンで印刷しました。テキストそのまま印刷する機能もありますが、さすがにちょっもはばかられ・・・。にしても便利な世の中ですね☆（えみ）
2062939,コンビニコピー機,689705869378912258,neutral,三次元には興味ないから、ブロマイドとか大変そうだとか思ってたけど、ブロマイド…セブン……ネットプリント………うっ頭がっ
2062948,コンビニコピー機,689709899371032577,positive,コンビニプリントのやつ明日までだから書き下ろし粟田口プリントしてきたー＼(^o^)／今見たら眩しすぎて目がー目が～～～ってすると思うから帰るまで我慢
2064271,コンビニコピー機,690026683353677824,neutral,"セブンイレブンのとうらぶプリント、長谷部と日本号印刷してくるか迷う…
書き下ろしな藤四郎集合のは昨日印刷した（DLすごい早かった）"
2065106,Rommba,679680069619470336,negative,そして汚部屋ではクイックルワイパーも掃除機もルンバも等しく無駄なんじゃ・・・(´_`)
2065116,コンビニコピー機,690147416901812226,neutral,今日までだ！と思い出してセブンでプリントしてきたよ！粟田口可愛いなほんとに…
2056112,コンビニコピー機,687628195856650240,neutral,例のセブンの描き下ろしブロマイドプリントしてきたぜ…可愛すぎる…
2059821,コンビニコピー機,688685333026701313,neutral,マイナンバーのやつコピーするの忘れてた(º﹃º )これはコンビニとかでやりたくないやつだなー
2059827,コンビニコピー機,688685892764995585,neutral,"日本のどこかで、誰かがコンビニのコピー機の前に立って、わくわくしながら作品を印刷してくれている人がいる、と考えるだけで制作者も幸せになれています。
コンビニにこんなにわくわくして行けるなんて、思ってもみませんでした。
主催の私が一番楽しんでるっ！！！"
2059838,コンビニコピー機,688689595702054912,neutral,セブンで思春期さんの粟田口の書き下ろしイラストプリントしてきたんだけど、めっちゃやばくない！？かあいい！！
2061937,コンビニコピー機,689394373155422210,neutral,セブンの描き下ろし粟田口をプリントしてきたんだけど、家族写真のようで素敵だ！前田くんと秋田くんの間に平野くんサンドされてるの、もうただの楽園
2062471,コンビニコピー機,689474364266250240,neutral,"最寄りのサンクスで惨敗
以前デモ行く時にネットプリントしたことあるセブンイレブンへ
バス停２つ先、寒いし情けないし
半泣きエヅきしながら暗がりを歩く
セブンイレブンでは一発で出来た
息子に報告メールを送ると
セブイレのアプリやねんから他所で出来るわけなかろう
冷静なレスがくる"
2062485,コンビニコピー機,689479997770207232,neutral,セブンのコピー機順番待ちわろた。
2057143,コンビニコピー機,687865053802987520,neutral,セブンのブロマイドの例の書き下ろし、プリントアウトしてきたけど、これは・・・粟田口勢色っぽいわぁー
2059152,コンビニコピー機,688356568216154112,neutral,とうらぶブロマイドとやらがわからずセブンコピー機の前で右往左往の挙動不審してしまったけど描き下ろしかわいいからゆるす
2059860,コンビニコピー機,688695628881215489,neutral,"一番くじ8個ってことはせめて8回引かなきゃ
てことは620×8=4960？
待て待てまで待て待てそんなに金ないって
私､20日にはセブンでプリントしてくんだぞ、ディズニーに金残しとくんだぞ
行けるかわからないユニバにもとっとくのに………
好きって辛い(´･ω･`)"
2059878,コンビニコピー機,688699925534646272,neutral,そういえば…コンビニイベントのコピー数…100超えるなんて思ってもみなかったんだよ…ありがとうございます～！
2060721,コンビニコピー機,689052106645360641,neutral,セブン入ったのにコピー機を高校生カップルに占領されてて帰れぬ( ´ᾥ` )
2062497,コンビニコピー機,689488604599451648,negative,コンビニのコピー機は故障中で、サニーのコピー機は、ロープで、立ち入り禁止になっていた。
2063459,コンビニコピー機,689809160184049664,neutral,レポート終わってコンビニのコピー機に来たけどめっちゃモタモタしててイラついてる
2064201,Rommba,679611019509940224,neutral,ルンバを追いかけて遊んでいたら来た道がわからなくなったルシフェル #ルシフェルしりとり
2056184,コンビニコピー機,687632076787417088,neutral,疲れたのでセブンでプリントしてきた描き下ろし粟田口を眺めながら作業じゃ可愛いとても可愛い…！！！
2058331,コンビニコピー機,688174696991334401,neutral,休憩時間にセブン行ってやっと粟田口プリントアウトしてきた(*^O^*)可愛いいいいいい！！まじ天使！！！生き返りましたありがとうございます。
2063944,コンビニコピー機,689865109577986048,neutral,コンビニはセブン-イレブン派だが、他のコンビニよりダメダメなものもある。ドーナツ、カフェラテ、カラープリントがそれだ！
2065147,コンビニコピー機,690151484915232768,neutral,今日までっていうからセブンのネットプリントのあわたぐち写真プリントしてきたヽ(；▽；)ノ
2064251,Rommba,679616366148599808,neutral,BB-8くらいの動きができるルンバならちょっと欲しいな（SW観ました
2064270,Rommba,679618472276434945,neutral,ルンバさんｷﾀ━(ﾟ∀ﾟ)━!
